nome,telefone,valor_contribuido,forma_pagamento
Sofia Ferreira,(71) 97892-1714,40,Espécie
Gabriel Moreira,(71) 95519-1715,0,Não contribuiu
Patrícia Almeida,(71) 95761-1716,0,Não contribuiu
Paulo Santos,(71) 97585-1717,0,Não contribuiu
Juliana Ribeiro,(71) 95198-1718,30,PIX
Natália Silva,(71) 95797-1719,0,Não contribuiu
Victor Teixeira,(71) 92306-1720,75,Espécie
Victor Ribeiro,(71) 91301-1721,65,PIX
Lucas Ramos,(71) 92952-1722,45,PIX
Juliana Ribeiro,(71) 98172-1723,95,Espécie
João Silva,(71) 94048-1724,65,PIX
Mariana Silva,(71) 97143-1725,10,Espécie
Juliana Silva,(71) 96346-1726,55,Espécie
Thiago Carvalho,(71) 91964-1727,0,Não contribuiu
Mateus Ribeiro,(71) 99639-1728,0,Não contribuiu
Mariana Mendes,(71) 95631-1729,25,PIX
Renata Santos,(71) 98368-1730,35,PIX
Sofia Almeida,(71) 92809-1731,0,Não contribuiu
Carlos Vieira,(71) 99644-1732,0,Não contribuiu
Yasmin Vieira,(71) 95644-1733,0,Não contribuiu
Ana Martins,(71) 98543-1734,95,PIX
William Nascimento,(71) 93109-1735,45,PIX
Marcelo Carvalho,(71) 91224-1736,30,PIX
Mariana Mendes,(71) 92480-1737,25,Espécie
Isabela Oliveira,(71) 98647-1738,0,Não contribuiu
Isabela Nascimento,(71) 96017-1739,75,PIX
Paulo Dias,(71) 96588-1740,95,Espécie
Natália Ribeiro,(71) 94252-1741,60,PIX
Rodrigo Moreira,(71) 98405-1742,0,Não contribuiu
Camila Santos,(71) 98472-1743,50,Espécie
Yasmin Silva,(71) 94128-1744,45,PIX
William Oliveira,(71) 93821-1745,25,Espécie
Natália Melo,(71) 98100-1746,0,Não contribuiu
Fernanda Lima,(71) 99371-1747,0,Não contribuiu
Daniel Martins,(71) 93217-1748,55,PIX
Elaine Costa,(71) 92047-1749,0,Não contribuiu
Diego Almeida,(71) 95175-1750,0,Não contribuiu
Isabela Martins,(71) 95990-1751,65,Espécie
Carlos Ribeiro,(71) 98237-1752,100,PIX
Eduardo Costa,(71) 92385-1753,0,Não contribuiu
João Moreira,(71) 92858-1754,50,Espécie
Ana Ribeiro,(71) 92690-1755,50,PIX
Larissa Melo,(71) 98707-1756,70,PIX
Gabriel Vieira,(71) 95253-1757,90,PIX
Isabela Barbosa,(71) 96917-1758,25,Espécie
Paulo Gomes,(71) 97840-1759,70,Espécie
Marcelo Lima,(71) 97943-1760,20,PIX
Carlos Rocha,(71) 97952-1761,90,PIX
Bruno Ribeiro,(71) 95659-1762,0,Não contribuiu
Simone Almeida,(71) 96748-1763,65,PIX
João Rocha,(71) 95022-1764,85,Espécie
Juliana Pereira,(71) 96503-1765,50,Espécie
Thiago Oliveira,(71) 94510-1766,70,Espécie
Daniel Gomes,(71) 97133-1767,65,Espécie
Daniel Martins,(71) 95828-1768,20,PIX
Aline Ramos,(71) 98646-1769,0,Não contribuiu
Marcelo Rocha,(71) 94371-1770,55,PIX
Natália Ferreira,(71) 94207-1771,20,PIX
Beatriz Teixeira,(71) 96778-1772,95,Espécie
Diego Almeida,(71) 96828-1773,100,Espécie
Diego Barbosa,(71) 93775-1774,0,Não contribuiu
Mariana Gomes,(71) 96398-1775,0,Não contribuiu
Renata Moreira,(71) 98246-1776,30,PIX
Fernanda Costa,(71) 99939-1777,90,Espécie
Isabela Souza,(71) 94852-1778,70,Espécie
Larissa Ferreira,(71) 94928-1779,0,Não contribuiu
Diego Oliveira,(71) 97455-1780,0,Não contribuiu
Rodrigo Ferreira,(71) 99404-1781,50,Espécie
Fernanda Pereira,(71) 99086-1782,100,Espécie
Lucas Pereira,(71) 96349-1783,0,Não contribuiu
Gustavo Oliveira,(71) 94739-1784,0,Não contribuiu
Vanessa Vieira,(71) 95061-1785,20,Espécie
Lucas Rocha,(71) 95524-1786,35,Espécie
Gabriel Mendes,(71) 93909-1787,60,PIX
Patrícia Oliveira,(71) 91644-1788,65,PIX
Ana Pereira,(71) 95840-1789,100,PIX
Lucas Vieira,(71) 94195-1790,65,PIX
Yasmin Lima,(71) 92459-1791,15,PIX
Diego Gomes,(71) 97510-1792,10,PIX
Vinícius Nascimento,(71) 97586-1793,65,PIX
Marcelo Oliveira,(71) 96660-1794,0,Não contribuiu
Lucas Almeida,(71) 97207-1795,50,Espécie
Diego Vieira,(71) 93374-1796,40,Espécie
Vanessa Lima,(71) 94694-1797,20,PIX
Ana Lima,(71) 93805-1798,50,Espécie
Juliana Oliveira,(71) 95891-1799,35,PIX
Lucas Dias,(71) 97501-1800,50,PIX
João Teixeira,(71) 96638-1801,70,PIX
Thiago Costa,(71) 92617-1802,0,Não contribuiu
Fernanda Oliveira,(71) 98691-1803,35,Espécie
Thiago Teixeira,(71) 94659-1804,45,PIX
Fábio Costa,(71) 94771-1805,20,PIX
Vinícius Ferreira,(71) 95760-1806,65,PIX
Rafael Ferreira,(71) 93962-1807,10,Espécie
João Oliveira,(71) 97307-1808,50,Espécie
Elaine Costa,(71) 99485-1809,100,PIX
Rafael Oliveira,(71) 99199-1810,75,PIX
Thiago Moreira,(71) 95321-1811,70,Espécie
Rodrigo Carvalho,(71) 94278-1812,35,Espécie
Paulo Pereira,(71) 93979-1813,90,PIX
Daniel Carvalho,(71) 91614-1814,25,PIX
Fernanda Martins,(71) 94318-1815,0,Não contribuiu
Daniel Santos,(71) 95721-1816,80,PIX
Carlos Dias,(71) 94516-1817,0,Não contribuiu
Lucas Costa,(71) 94432-1818,90,PIX
Daniel Barbosa,(71) 98944-1819,55,Espécie
Fábio Ribeiro,(71) 95808-1820,90,PIX
Rodrigo Costa,(71) 91682-1821,60,Espécie
Fernanda Lima,(71) 91333-1822,15,PIX
Larissa Dias,(71) 92691-1823,100,PIX
Gustavo Teixeira,(71) 93310-1824,45,PIX
Fernanda Silva,(71) 94528-1825,0,Não contribuiu
Juliana Carvalho,(71) 95898-1826,100,Espécie
Carlos Ferreira,(71) 97874-1827,95,PIX
Mateus Ramos,(71) 99744-1828,70,PIX
Mariana Nascimento,(71) 98133-1829,0,Não contribuiu
Juliana Lima,(71) 98753-1830,45,PIX
Victor Melo,(71) 93606-1831,70,PIX
Juliana Martins,(71) 92555-1832,0,Não contribuiu
Helena Silva,(71) 91604-1833,15,PIX
Thiago Nascimento,(71) 98975-1834,10,PIX
Vanessa Nascimento,(71) 99656-1835,15,Espécie
Paulo Oliveira,(71) 97840-1836,75,Espécie
Beatriz Ferreira,(71) 93854-1837,60,Espécie
Daniel Mendes,(71) 97047-1838,45,PIX
Marcelo Teixeira,(71) 92435-1839,20,Espécie
Elaine Mendes,(71) 96293-1840,65,Espécie
João Vieira,(71) 93820-1841,70,PIX
Lucas Ribeiro,(71) 91318-1842,30,PIX
Camila Dias,(71) 94725-1843,0,Não contribuiu
Mariana Ramos,(71) 91536-1844,95,PIX
Diego Ribeiro,(71) 93047-1845,95,PIX
Renata Ribeiro,(71) 96489-1846,70,Espécie
Thiago Carvalho,(71) 95261-1847,10,PIX
Renata Carvalho,(71) 96445-1848,0,Não contribuiu
Lucas Souza,(71) 91667-1849,0,Não contribuiu
Juliana Santos,(71) 96293-1850,15,PIX
Rafael Teixeira,(71) 97692-1851,40,PIX
Camila Carvalho,(71) 99370-1852,85,PIX
Yasmin Barbosa,(71) 99728-1853,20,PIX
Mateus Mendes,(71) 93543-1854,85,PIX
Eduardo Ramos,(71) 96265-1855,0,Não contribuiu
Helena Vieira,(71) 93689-1856,80,Espécie
Patrícia Mendes,(71) 96123-1857,15,PIX
Renata Lima,(71) 93296-1858,50,PIX
Diego Ferreira,(71) 94963-1859,35,Espécie
Vanessa Gomes,(71) 96212-1860,55,PIX
Victor Santos,(71) 99543-1861,100,Espécie
Beatriz Dias,(71) 97037-1862,15,PIX
Rafael Rocha,(71) 92174-1863,0,Não contribuiu
João Nascimento,(71) 94509-1864,0,Não contribuiu
William Teixeira,(71) 95586-1865,35,Espécie
Carlos Martins,(71) 95471-1866,100,PIX
Marcelo Melo,(71) 97696-1867,20,PIX
Rafael Silva,(71) 91928-1868,50,PIX
Diego Oliveira,(71) 99265-1869,100,PIX
Rafael Nascimento,(71) 96969-1870,35,Espécie
William Oliveira,(71) 99684-1871,0,Não contribuiu
Larissa Santos,(71) 96492-1872,40,PIX
Paulo Carvalho,(71) 93087-1873,75,Espécie
Rafael Gomes,(71) 98271-1874,0,Não contribuiu
Victor Martins,(71) 97854-1875,75,Espécie
Mariana Vieira,(71) 94924-1876,75,Espécie
Vanessa Teixeira,(71) 96768-1877,75,Espécie
Thiago Pereira,(71) 94742-1878,0,Não contribuiu
Vinícius Melo,(71) 95920-1879,0,Não contribuiu
Patrícia Dias,(71) 91593-1880,0,Não contribuiu
Beatriz Lima,(71) 98364-1881,70,PIX
Simone Teixeira,(71) 92601-1882,90,Espécie
Vinícius Lima,(71) 95684-1883,85,PIX
Mateus Santos,(71) 97961-1884,100,PIX
Mariana Costa,(71) 94161-1885,70,PIX
Diego Rocha,(71) 97761-1886,100,PIX
Helena Dias,(71) 92170-1887,0,Não contribuiu
Daniel Lima,(71) 95502-1888,0,Não contribuiu
Mateus Vieira,(71) 92061-1889,100,Espécie
Camila Gomes,(71) 96428-1890,0,Não contribuiu
Sofia Ramos,(71) 95544-1891,35,Espécie
Aline Mendes,(71) 92239-1892,85,PIX
Rodrigo Moreira,(71) 94991-1893,95,PIX
Marcelo Almeida,(71) 95548-1894,50,Espécie
Yasmin Gomes,(71) 97360-1895,45,Espécie
Paulo Ramos,(71) 97199-1896,40,Espécie
Mateus Costa,(71) 98274-1897,35,Espécie
Vinícius Martins,(71) 92375-1898,30,Espécie
Paulo Vieira,(71) 92689-1899,100,PIX
Fábio Barbosa,(71) 93087-1900,95,Espécie
Natália Martins,(71) 99327-1901,15,PIX
Patrícia Ramos,(71) 92882-1902,35,PIX
Larissa Martins,(71) 92055-1903,65,Espécie
Bruno Vieira,(71) 93408-1904,80,Espécie
Thiago Teixeira,(71) 96131-1905,20,PIX
Juliana Oliveira,(71) 94596-1906,0,Não contribuiu
Isabela Almeida,(71) 99363-1907,0,Não contribuiu
Gabriel Barbosa,(71) 95820-1908,100,PIX
Mariana Ribeiro,(71) 97202-1909,50,Espécie
Samuel Dias,(71) 91097-1910,30,Espécie
Helena Carvalho,(71) 93877-1911,80,Espécie
Sofia Martins,(71) 97585-1912,0,Não contribuiu
Gabriel Gomes,(71) 91529-1913,100,PIX
Camila Moreira,(71) 97937-1914,0,Não contribuiu
Beatriz Almeida,(71) 94541-1915,55,Espécie
William Mendes,(71) 99540-1916,100,Espécie
Elaine Almeida,(71) 92193-1917,90,Espécie
William Martins,(71) 92591-1918,40,PIX
Natália Mendes,(71) 92783-1919,70,PIX
Fábio Santos,(71) 99250-1920,55,Espécie
Natália Vieira,(71) 91096-1921,20,PIX
Daniel Dias,(71) 96967-1922,0,Não contribuiu
Rodrigo Ferreira,(71) 95276-1923,45,Espécie
Thiago Costa,(71) 93897-1924,0,Não contribuiu
Larissa Ferreira,(71) 97263-1925,50,Espécie
Rodrigo Melo,(71) 95058-1926,65,Espécie
Gustavo Rocha,(71) 93600-1927,15,Espécie
João Nascimento,(71) 97740-1928,45,Espécie
Rodrigo Costa,(71) 96156-1929,25,Espécie
Marcelo Gomes,(71) 92802-1930,0,Não contribuiu
Simone Costa,(71) 98092-1931,95,Espécie
Rodrigo Ferreira,(71) 97586-1932,35,Espécie
Natália Rocha,(71) 97454-1933,65,PIX
Simone Pereira,(71) 94236-1934,95,Espécie
Mateus Dias,(71) 99623-1935,0,Não contribuiu
Helena Vieira,(71) 99192-1936,45,PIX
Mateus Moreira,(71) 98978-1937,70,PIX
Paulo Martins,(71) 97026-1938,65,Espécie
Larissa Carvalho,(71) 93643-1939,65,Espécie
Rafael Oliveira,(71) 99110-1940,70,PIX
Ana Martins,(71) 92941-1941,20,Espécie
Isabela Ribeiro,(71) 96608-1942,25,Espécie
Daniel Oliveira,(71) 94127-1943,0,Não contribuiu
Mariana Pereira,(71) 94252-1944,85,PIX
Fábio Almeida,(71) 95903-1945,0,Não contribuiu
Simone Vieira,(71) 96351-1946,0,Não contribuiu
Camila Martins,(71) 91066-1947,35,Espécie
Rafael Ferreira,(71) 95985-1948,25,Espécie
Vinícius Ribeiro,(71) 96568-1949,50,PIX
Bruno Melo,(71) 94284-1950,0,Não contribuiu
Rodrigo Santos,(71) 92224-1951,0,Não contribuiu
Mateus Costa,(71) 92721-1952,25,Espécie
Marcelo Santos,(71) 96653-1953,0,Não contribuiu
Sofia Silva,(71) 94942-1954,0,Não contribuiu
Beatriz Santos,(71) 95542-1955,20,PIX
Carlos Santos,(71) 92330-1956,25,PIX
Lucas Oliveira,(71) 94532-1957,20,Espécie
Vinícius Oliveira,(71) 96248-1958,0,Não contribuiu
Sofia Santos,(71) 99138-1959,90,PIX
Fernanda Oliveira,(71) 95127-1960,0,Não contribuiu
Helena Santos,(71) 93659-1961,25,Espécie
Paulo Santos,(71) 92200-1962,0,Não contribuiu
Elaine Ramos,(71) 98965-1963,35,PIX
Gabriel Rocha,(71) 93384-1964,45,PIX
Vinícius Ramos,(71) 96900-1965,20,PIX
Beatriz Carvalho,(71) 95964-1966,75,Espécie
Vanessa Vieira,(71) 91255-1967,85,Espécie
Yasmin Martins,(71) 93794-1968,20,Espécie
Patrícia Carvalho,(71) 97262-1969,0,Não contribuiu
Daniel Teixeira,(71) 91434-1970,15,Espécie
Thiago Gomes,(71) 94229-1971,85,Espécie
Lucas Rocha,(71) 91863-1972,15,PIX
Elaine Gomes,(71) 99329-1973,100,PIX
Isabela Dias,(71) 99069-1974,95,PIX
Vinícius Silva,(71) 94544-1975,0,Não contribuiu
Simone Nascimento,(71) 91236-1976,70,PIX
Carlos Melo,(71) 99615-1977,0,Não contribuiu
Victor Moreira,(71) 95929-1978,60,PIX
Bruno Moreira,(71) 95978-1979,55,Espécie
Samuel Vieira,(71) 91238-1980,60,Espécie
Larissa Vieira,(71) 92786-1981,75,Espécie
Isabela Ferreira,(71) 96890-1982,30,Espécie
Thiago Silva,(71) 94378-1983,80,PIX
Aline Vieira,(71) 97402-1984,0,Não contribuiu
Ana Carvalho,(71) 93385-1985,100,Espécie
Diego Teixeira,(71) 98244-1986,95,PIX
Elaine Pereira,(71) 99016-1987,60,Espécie
Vinícius Rocha,(71) 99081-1988,75,Espécie
Diego Barbosa,(71) 97442-1989,0,Não contribuiu
Vinícius Ribeiro,(71) 99145-1990,0,Não contribuiu
Mateus Silva,(71) 96302-1991,30,Espécie
William Martins,(71) 94020-1992,20,Espécie
Mateus Mendes,(71) 98530-1993,45,Espécie
Natália Carvalho,(71) 96110-1994,80,PIX
Victor Ferreira,(71) 92675-1995,0,Não contribuiu
Aline Melo,(71) 98439-1996,45,Espécie
Gustavo Moreira,(71) 96623-1997,95,Espécie
Gabriel Rocha,(71) 95614-1998,100,PIX
Camila Oliveira,(71) 96427-1999,0,Não contribuiu
Gabriel Silva,(71) 91661-2000,45,PIX
Mateus Ramos,(71) 99381-2001,55,PIX
Bruno Oliveira,(71) 99365-2002,65,Espécie
Victor Pereira,(71) 94127-2003,0,Não contribuiu
Lucas Ribeiro,(71) 91596-2004,70,PIX
Gabriel Rocha,(71) 99775-2005,0,Não contribuiu
Patrícia Mendes,(71) 92447-2006,85,PIX
Rafael Ferreira,(71) 94797-2007,35,Espécie
Mateus Ramos,(71) 99458-2008,35,Espécie
Larissa Teixeira,(71) 91776-2009,75,Espécie
Simone Carvalho,(71) 99497-2010,10,PIX
João Souza,(71) 99363-2011,25,Espécie
Vanessa Moreira,(71) 95221-2012,80,PIX
João Carvalho,(71) 92757-2013,45,Espécie
João Lima,(71) 98391-2014,0,Não contribuiu
Mariana Oliveira,(71) 98067-2015,0,Não contribuiu
Yasmin Teixeira,(71) 99218-2016,40,Espécie
Paulo Melo,(71) 92240-2017,80,PIX
Aline Souza,(71) 96626-2018,40,Espécie
Diego Gomes,(71) 98902-2019,0,Não contribuiu
Helena Moreira,(71) 95385-2020,0,Não contribuiu
Yasmin Nascimento,(71) 91810-2021,85,Espécie
Rafael Teixeira,(71) 91758-2022,35,Espécie
Bruno Vieira,(71) 98445-2023,30,PIX
Rafael Teixeira,(71) 91035-2024,0,Não contribuiu
Juliana Carvalho,(71) 99374-2025,95,Espécie
Aline Ferreira,(71) 93492-2026,15,PIX
Natália Dias,(71) 94698-2027,90,PIX
Mariana Martins,(71) 99242-2028,50,PIX
Vinícius Ferreira,(71) 98828-2029,25,PIX
Renata Silva,(71) 99714-2030,40,Espécie
Mateus Dias,(71) 97587-2031,25,Espécie
Yasmin Costa,(71) 92895-2032,70,PIX
Simone Souza,(71) 92695-2033,0,Não contribuiu
Bruno Nascimento,(71) 98850-2034,25,PIX
Samuel Rocha,(71) 98533-2035,70,Espécie
Mateus Santos,(71) 91192-2036,0,Não contribuiu
Helena Rocha,(71) 91024-2037,50,Espécie
Thiago Melo,(71) 98540-2038,75,Espécie
Natália Silva,(71) 93802-2039,0,Não contribuiu
Sofia Nascimento,(71) 98964-2040,0,Não contribuiu
Ana Barbosa,(71) 94814-2041,0,Não contribuiu
Patrícia Nascimento,(71) 95880-2042,75,Espécie
Isabela Carvalho,(71) 96127-2043,0,Não contribuiu
Rodrigo Barbosa,(71) 92582-2044,95,Espécie
Victor Ramos,(71) 97963-2045,75,Espécie
Patrícia Almeida,(71) 93286-2046,80,PIX
Rafael Ferreira,(71) 94112-2047,15,PIX
Rafael Mendes,(71) 93200-2048,55,Espécie
Juliana Barbosa,(71) 98969-2049,0,Não contribuiu
Thiago Rocha,(71) 92928-2050,30,Espécie
Gustavo Souza,(71) 95004-2051,0,Não contribuiu
Beatriz Carvalho,(71) 91320-2052,0,Não contribuiu
Camila Rocha,(71) 95179-2053,75,PIX
Daniel Santos,(71) 91518-2054,25,Espécie
Marcelo Santos,(71) 96403-2055,75,Espécie
Aline Rocha,(71) 95343-2056,95,Espécie
Fernanda Ferreira,(71) 98603-2057,0,Não contribuiu
Beatriz Carvalho,(71) 99163-2058,0,Não contribuiu
Sofia Nascimento,(71) 99731-2059,85,Espécie
Sofia Gomes,(71) 91444-2060,0,Não contribuiu
Larissa Barbosa,(71) 93729-2061,90,PIX
Natália Rocha,(71) 93788-2062,100,PIX
Mariana Costa,(71) 97110-2063,0,Não contribuiu
Natália Silva,(71) 94064-2064,55,Espécie
Camila Oliveira,(71) 95988-2065,25,PIX
Mateus Martins,(71) 99244-2066,20,Espécie
Patrícia Rocha,(71) 95501-2067,40,PIX
Paulo Oliveira,(71) 93088-2068,25,Espécie
Thiago Moreira,(71) 91059-2069,75,Espécie
Mariana Rocha,(71) 98289-2070,70,PIX
William Santos,(71) 92052-2071,65,PIX
William Costa,(71) 91322-2072,10,Espécie
Larissa Ramos,(71) 93641-2073,95,Espécie
Paulo Santos,(71) 98970-2074,0,Não contribuiu
Elaine Ramos,(71) 98484-2075,55,Espécie
Renata Moreira,(71) 91587-2076,80,Espécie
Beatriz Martins,(71) 98846-2077,15,PIX
Juliana Martins,(71) 97793-2078,0,Não contribuiu
Mateus Santos,(71) 96585-2079,0,Não contribuiu
Gustavo Gomes,(71) 95086-2080,10,PIX
Natália Ferreira,(71) 93459-2081,70,PIX
Sofia Ramos,(71) 99416-2082,80,PIX
Renata Almeida,(71) 99718-2083,85,PIX
Paulo Ribeiro,(71) 92158-2084,85,Espécie
Patrícia Lima,(71) 91010-2085,0,Não contribuiu
Rafael Martins,(71) 99368-2086,90,Espécie
Diego Nascimento,(71) 94301-2087,0,Não contribuiu
Lucas Ramos,(71) 97962-2088,0,Não contribuiu
Beatriz Oliveira,(71) 94341-2089,75,Espécie
Sofia Martins,(71) 95155-2090,60,PIX
Natália Vieira,(71) 91195-2091,15,PIX
Aline Ferreira,(71) 95043-2092,0,Não contribuiu
Sofia Nascimento,(71) 94140-2093,10,Espécie
Marcelo Silva,(71) 94254-2094,0,Não contribuiu
Carlos Mendes,(71) 92704-2095,40,Espécie
Juliana Almeida,(71) 94948-2096,40,Espécie
Samuel Vieira,(71) 92131-2097,55,Espécie
Marcelo Melo,(71) 96453-2098,85,PIX
Paulo Melo,(71) 94986-2099,80,PIX
Thiago Pereira,(71) 97110-2100,60,Espécie
João Carvalho,(71) 94199-2101,10,PIX
Fernanda Santos,(71) 96685-2102,50,Espécie
Beatriz Carvalho,(71) 92912-2103,10,PIX
Beatriz Moreira,(71) 91032-2104,80,PIX
Mateus Ribeiro,(71) 93922-2105,0,Não contribuiu
Diego Nascimento,(71) 91695-2106,70,Espécie
Samuel Santos,(71) 99828-2107,15,Espécie
Eduardo Rocha,(71) 91893-2108,10,PIX
Juliana Santos,(71) 92422-2109,15,PIX
Renata Santos,(71) 92774-2110,0,Não contribuiu
Carlos Santos,(71) 92097-2111,0,Não contribuiu
Carlos Nascimento,(71) 96827-2112,0,Não contribuiu
Samuel Nascimento,(71) 92045-2113,95,Espécie
Juliana Ferreira,(71) 99880-2114,0,Não contribuiu
Vanessa Teixeira,(71) 99249-2115,0,Não contribuiu
Diego Nascimento,(71) 95792-2116,65,Espécie
Aline Vieira,(71) 96932-2117,50,PIX
Aline Nascimento,(71) 94810-2118,15,PIX
Aline Mendes,(71) 96609-2119,15,PIX
João Melo,(71) 91811-2120,35,PIX
Gustavo Ribeiro,(71) 98642-2121,0,Não contribuiu
Elaine Martins,(71) 95900-2122,95,PIX
Lucas Pereira,(71) 98894-2123,85,PIX
Bruno Melo,(71) 98693-2124,25,PIX
Mateus Martins,(71) 94556-2125,20,PIX
Aline Souza,(71) 99638-2126,95,Espécie
Paulo Ribeiro,(71) 91177-2127,0,Não contribuiu
Simone Lima,(71) 92283-2128,0,Não contribuiu
Carlos Costa,(71) 95222-2129,0,Não contribuiu
Lucas Ferreira,(71) 93498-2130,0,Não contribuiu
Larissa Dias,(71) 95958-2131,65,PIX
Thiago Barbosa,(71) 98311-2132,50,PIX
Larissa Almeida,(71) 95931-2133,60,PIX
Fernanda Gomes,(71) 97420-2134,0,Não contribuiu
Helena Santos,(71) 95355-2135,15,Espécie
Patrícia Ramos,(71) 98383-2136,90,Espécie
Simone Ramos,(71) 94909-2137,45,Espécie
Renata Almeida,(71) 97496-2138,0,Não contribuiu
Juliana Ramos,(71) 98461-2139,30,PIX
Vinícius Martins,(71) 99833-2140,40,PIX
Gabriel Rocha,(71) 92107-2141,30,Espécie
Natália Silva,(71) 94358-2142,100,Espécie
Juliana Pereira,(71) 93760-2143,20,PIX
Bruno Ribeiro,(71) 93462-2144,30,Espécie
Lucas Nascimento,(71) 95091-2145,0,Não contribuiu
Marcelo Rocha,(71) 93666-2146,25,PIX
Simone Pereira,(71) 99455-2147,30,PIX
Gustavo Gomes,(71) 99237-2148,80,PIX
João Martins,(71) 97497-2149,25,Espécie
Gabriel Almeida,(71) 99538-2150,30,Espécie
Yasmin Barbosa,(71) 96533-2151,0,Não contribuiu
Patrícia Mendes,(71) 97734-2152,85,PIX
Yasmin Almeida,(71) 92068-2153,45,PIX
Daniel Melo,(71) 95547-2154,65,PIX
Fábio Ribeiro,(71) 96861-2155,55,PIX
Gabriel Barbosa,(71) 91077-2156,95,Espécie
Beatriz Nascimento,(71) 92457-2157,70,PIX
Helena Almeida,(71) 95315-2158,45,PIX
Fábio Lima,(71) 99359-2159,90,Espécie
Mariana Lima,(71) 96250-2160,40,PIX
Mateus Souza,(71) 93331-2161,50,Espécie
William Nascimento,(71) 94936-2162,0,Não contribuiu
Isabela Rocha,(71) 96955-2163,70,Espécie
Bruno Rocha,(71) 94730-2164,25,Espécie
Sofia Santos,(71) 93077-2165,95,Espécie
Daniel Silva,(71) 91427-2166,10,PIX
Fábio Barbosa,(71) 98739-2167,65,PIX
Yasmin Martins,(71) 92315-2168,65,PIX
Rafael Ferreira,(71) 95813-2169,60,PIX
Camila Ferreira,(71) 92108-2170,0,Não contribuiu
Juliana Moreira,(71) 94831-2171,40,PIX
Vinícius Rocha,(71) 95037-2172,0,Não contribuiu
Fernanda Almeida,(71) 96745-2173,15,Espécie
Isabela Nascimento,(71) 94121-2174,15,PIX
Gabriel Santos,(71) 94962-2175,100,Espécie
Beatriz Carvalho,(71) 93902-2176,70,Espécie
Juliana Ramos,(71) 94658-2177,55,PIX
Diego Souza,(71) 95850-2178,0,Não contribuiu
Gabriel Ribeiro,(71) 96769-2179,15,Espécie
Mateus Souza,(71) 96868-2180,30,PIX
Natália Ramos,(71) 95617-2181,0,Não contribuiu
Camila Melo,(71) 91146-2182,0,Não contribuiu
Sofia Lima,(71) 96325-2183,55,Espécie
Larissa Costa,(71) 95554-2184,10,Espécie
Mateus Souza,(71) 91547-2185,15,Espécie
William Rocha,(71) 97070-2186,70,Espécie
Elaine Almeida,(71) 95294-2187,40,Espécie
Simone Souza,(71) 96755-2188,65,PIX
Camila Barbosa,(71) 91726-2189,100,PIX
Vanessa Gomes,(71) 91441-2190,0,Não contribuiu
William Santos,(71) 95029-2191,70,PIX
Ana Costa,(71) 99167-2192,10,PIX
Patrícia Gomes,(71) 95213-2193,0,Não contribuiu
Camila Santos,(71) 94740-2194,0,Não contribuiu
Daniel Santos,(71) 97430-2195,35,Espécie
João Lima,(71) 97212-2196,30,Espécie
Samuel Gomes,(71) 94986-2197,0,Não contribuiu
Fernanda Pereira,(71) 99360-2198,80,Espécie
Carlos Almeida,(71) 98113-2199,95,PIX
Victor Teixeira,(71) 95375-2200,85,PIX
Renata Lima,(71) 92662-2201,95,Espécie
Mariana Oliveira,(71) 99540-2202,0,Não contribuiu
Beatriz Rocha,(71) 93789-2203,20,PIX
Larissa Lima,(71) 98119-2204,90,Espécie
Mariana Ribeiro,(71) 92912-2205,70,PIX
Victor Dias,(71) 97721-2206,95,PIX
Fábio Gomes,(71) 92755-2207,15,Espécie
João Lima,(71) 94893-2208,85,PIX
Rafael Ramos,(71) 96677-2209,10,Espécie
Marcelo Oliveira,(71) 95948-2210,90,PIX
Renata Melo,(71) 94993-2211,40,PIX
Samuel Souza,(71) 92259-2212,60,PIX
Renata Melo,(71) 96132-2213,50,Espécie
Thiago Lima,(71) 95046-2214,90,PIX
Paulo Nascimento,(71) 98400-2215,70,PIX
Isabela Ribeiro,(71) 99901-2216,65,Espécie
Helena Martins,(71) 95892-2217,0,Não contribuiu
Mariana Melo,(71) 99444-2218,65,PIX
Rodrigo Oliveira,(71) 95777-2219,45,PIX
Isabela Barbosa,(71) 96368-2220,25,PIX
Paulo Souza,(71) 92231-2221,10,PIX
Diego Carvalho,(71) 96159-2222,65,PIX
Eduardo Santos,(71) 98132-2223,20,Espécie
Vinícius Lima,(71) 97356-2224,95,Espécie
Yasmin Carvalho,(71) 97018-2225,70,Espécie
Gustavo Costa,(71) 92251-2226,80,PIX
Mateus Rocha,(71) 94011-2227,0,Não contribuiu
Paulo Vieira,(71) 98007-2228,100,Espécie
Isabela Gomes,(71) 96028-2229,75,PIX
Yasmin Nascimento,(71) 91768-2230,75,PIX
Helena Ferreira,(71) 92807-2231,10,PIX
Yasmin Costa,(71) 94654-2232,90,Espécie
Diego Silva,(71) 92954-2233,0,Não contribuiu
Isabela Almeida,(71) 92715-2234,50,Espécie
Vanessa Oliveira,(71) 98229-2235,85,Espécie
Isabela Martins,(71) 97736-2236,0,Não contribuiu
Juliana Nascimento,(71) 92799-2237,0,Não contribuiu
Natália Ferreira,(71) 96808-2238,60,PIX
Yasmin Silva,(71) 96078-2239,60,PIX
Samuel Barbosa,(71) 98555-2240,70,Espécie
Patrícia Souza,(71) 92228-2241,60,PIX
Vanessa Souza,(71) 91736-2242,90,Espécie
Fernanda Oliveira,(71) 99621-2243,15,PIX
Natália Ramos,(71) 91598-2244,0,Não contribuiu
